Year,Month,Day,Date,Q (m3/s)
1956,4,1,4/1/1956,6510
1956,4,2,4/2/1956,6510
1956,4,3,4/3/1956,6680
1956,4,4,4/4/1956,6790
1956,4,5,4/5/1956,6790
1956,4,6,4/6/1956,6790
1956,4,7,4/7/1956,7080
1956,4,8,4/8/1956,7080
1956,4,9,4/9/1956,7080
1956,4,10,4/10/1956,7360
1956,4,11,4/11/1956,7360
1956,4,12,4/12/1956,7360
1956,4,13,4/13/1956,7640
1956,4,14,4/14/1956,7640
1956,4,15,4/15/1956,7840
1956,4,16,4/16/1956,7920
1956,4,17,4/17/1956,7920
1956,4,18,4/18/1956,8210
1956,4,19,4/19/1956,8210
1956,4,20,4/20/1956,8490
1956,4,21,4/21/1956,8490
1956,4,22,4/22/1956,8770
1956,4,23,4/23/1956,8770
1956,4,24,4/24/1956,9060
1956,4,25,4/25/1956,9060
1956,4,26,4/26/1956,9340
1956,4,27,4/27/1956,9340
1956,4,28,4/28/1956,9620
1956,4,29,4/29/1956,9900
1956,4,30,4/30/1956,10200
1956,5,1,5/1/1956,11000
1956,5,2,5/2/1956,11900
1956,5,3,5/3/1956,12800
1956,5,4,5/4/1956,12700
1956,5,5,5/5/1956,12700
1956,5,6,5/6/1956,12700
1956,5,7,5/7/1956,12700
1956,5,8,5/8/1956,12700
1956,5,9,5/9/1956,12700
1956,5,10,5/10/1956,12800
1956,5,11,5/11/1956,15300
1956,5,12,5/12/1956,17500
1956,5,13,5/13/1956,20100
1956,5,14,5/14/1956,22700
1956,5,15,5/15/1956,24800
1956,5,16,5/16/1956,24200
1956,5,17,5/17/1956,23500
1956,5,18,5/18/1956,24500
1956,5,19,5/19/1956,27300
1956,5,20,5/20/1956,33200
1956,5,21,5/21/1956,38800
1956,5,22,5/22/1956,42700
1956,5,23,5/23/1956,43600
1956,5,24,5/24/1956,43100
1956,5,25,5/25/1956,40000
1956,5,26,5/26/1956,35100
1956,5,27,5/27/1956,31700
1956,5,28,5/28/1956,29500
1956,5,29,5/29/1956,28200
1956,5,30,5/30/1956,27700
1956,5,31,5/31/1956,26700
1956,6,1,6/1/1956,25600
1956,6,2,6/2/1956,24900
1956,6,3,6/3/1956,23100
1956,6,4,6/4/1956,21400
1956,6,5,6/5/1956,20400
1956,6,6,6/6/1956,20000
1956,6,7,6/7/1956,20700
1956,6,8,6/8/1956,22600
1956,6,9,6/9/1956,24800
1956,6,10,6/10/1956,25500
1956,6,11,6/11/1956,25900
1956,6,12,6/12/1956,26100
1956,6,13,6/13/1956,25900
1956,6,14,6/14/1956,27900
1956,6,15,6/15/1956,31000
1956,6,16,6/16/1956,36100
1956,6,17,6/17/1956,42800
1956,6,18,6/18/1956,46600
1956,6,19,6/19/1956,50300
1956,6,20,6/20/1956,52600
1956,6,21,6/21/1956,53300
1956,6,22,6/22/1956,55800
1956,6,23,6/23/1956,59300
1956,6,24,6/24/1956,60400
1956,6,25,6/25/1956,58800
1956,6,26,6/26/1956,57100
1956,6,27,6/27/1956,55700
1956,6,28,6/28/1956,55000
1956,6,29,6/29/1956,53900
1956,6,30,6/30/1956,53400
1956,7,1,7/1/1956,52600
1956,7,2,7/2/1956,52600
1956,7,3,7/3/1956,51100
1956,7,4,7/4/1956,49700
1956,7,5,7/5/1956,48000
1956,7,6,7/6/1956,45900
1956,7,7,7/7/1956,43200
1956,7,8,7/8/1956,40700
1956,7,9,7/9/1956,38300
1956,7,10,7/10/1956,36500
1956,7,11,7/11/1956,35100
1956,7,12,7/12/1956,34900
1956,7,13,7/13/1956,34800
1956,7,14,7/14/1956,35000
1956,7,15,7/15/1956,35100
1956,7,16,7/16/1956,35900
1956,7,17,7/17/1956,35500
1956,7,18,7/18/1956,33700
1956,7,19,7/19/1956,31500
1956,7,20,7/20/1956,29900
1956,7,21,7/21/1956,29300
1956,7,22,7/22/1956,30100
1956,7,23,7/23/1956,32800
1956,7,24,7/24/1956,35900
1956,7,25,7/25/1956,36800
1956,7,26,7/26/1956,40900
1956,7,27,7/27/1956,44000
1956,7,28,7/28/1956,43300
1956,7,29,7/29/1956,39700
1956,7,30,7/30/1956,36200
1956,7,31,7/31/1956,33900
1956,8,1,8/1/1956,33200
1956,8,2,8/2/1956,31800
1956,8,3,8/3/1956,30200
1956,8,4,8/4/1956,28600
1956,8,5,8/5/1956,27000
1956,8,6,8/6/1956,25400
1956,8,7,8/7/1956,24300
1956,8,8,8/8/1956,24900
1956,8,9,8/9/1956,22200
1956,8,10,8/10/1956,21500
1956,8,11,8/11/1956,21200
1956,8,12,8/12/1956,21400
1956,8,13,8/13/1956,22100
1956,8,14,8/14/1956,23900
1956,8,15,8/15/1956,25000
1956,8,16,8/16/1956,25800
1956,8,17,8/17/1956,27300
1956,8,18,8/18/1956,32200
1956,8,19,8/19/1956,32600
1956,8,20,8/20/1956,33200
1956,8,21,8/21/1956,32600
1956,8,22,8/22/1956,31600
1956,8,23,8/23/1956,30800
1956,8,24,8/24/1956,31100
1956,8,25,8/25/1956,33200
1956,8,26,8/26/1956,37900
1956,8,27,8/27/1956,42200
1956,8,28,8/28/1956,44400
1956,8,29,8/29/1956,45200
1956,8,30,8/30/1956,45000
1956,8,31,8/31/1956,45400
1956,9,1,9/1/1956,46200
1956,9,2,9/2/1956,45500
1956,9,3,9/3/1956,43300
1956,9,4,9/4/1956,40700
1956,9,5,9/5/1956,37800
1956,9,6,9/6/1956,35000
1956,9,7,9/7/1956,33100
1956,9,8,9/8/1956,32600
1956,9,9,9/9/1956,32900
1956,9,10,9/10/1956,34100
1956,9,11,9/11/1956,35300
1956,9,12,9/12/1956,36900
1956,9,13,9/13/1956,38900
1956,9,14,9/14/1956,40600
1956,9,15,9/15/1956,43100
1956,9,16,9/16/1956,45700
1956,9,17,9/17/1956,48300
1956,9,18,9/18/1956,49000
1956,9,19,9/19/1956,48700
1956,9,20,9/20/1956,46700
1956,9,21,9/21/1956,43900
1956,9,22,9/22/1956,41000
1956,9,23,9/23/1956,38200
1956,9,24,9/24/1956,35000
1956,9,25,9/25/1956,32400
1956,9,26,9/26/1956,29900
1956,9,27,9/27/1956,27700
1956,9,28,9/28/1956,25800
1956,9,29,9/29/1956,24400
1956,9,30,9/30/1956,22900
1956,10,1,10/1/1956,21700
1956,10,2,10/2/1956,20700
1956,10,3,10/3/1956,20100
1956,10,4,10/4/1956,16800
1956,10,5,10/5/1956,16400
1956,10,6,10/6/1956,16200
1956,10,7,10/7/1956,16700
1956,10,8,10/8/1956,16900
1956,10,9,10/9/1956,17200
1956,10,10,10/10/1956,18300
1956,10,11,10/11/1956,18500
1956,10,12,10/12/1956,22200
1956,10,13,10/13/1956,22700
1956,10,14,10/14/1956,22600
1956,10,15,10/15/1956,22800
1956,10,16,10/16/1956,24000
1956,10,17,10/17/1956,23700
1956,10,18,10/18/1956,22400
1956,10,19,10/19/1956,22300
1956,10,20,10/20/1956,24000
1956,10,21,10/21/1956,25000
1956,10,22,10/22/1956,24400
1956,10,23,10/23/1956,23400
1956,10,24,10/24/1956,22300
1956,10,25,10/25/1956,20900
1956,10,26,10/26/1956,19100
1956,10,27,10/27/1956,18000
1956,10,28,10/28/1956,16900
1956,10,29,10/29/1956,15900
1956,10,30,10/30/1956,15300
1956,10,31,10/31/1956,14800
1956,11,1,11/1/1956,14200
1956,11,2,11/2/1956,13800
1956,11,3,11/3/1956,13600
1956,11,4,11/4/1956,13400
1956,11,5,11/5/1956,13000
1956,11,6,11/6/1956,12700
1956,11,7,11/7/1956,12700
1956,11,8,11/8/1956,13000
1956,11,9,11/9/1956,13500
1956,11,10,11/10/1956,13600
1956,11,11,11/11/1956,13000
1956,11,12,11/12/1956,12500
1956,11,13,11/13/1956,12200
1956,11,14,11/14/1956,12000
1956,11,15,11/15/1956,11500
1956,11,16,11/16/1956,11300
1956,11,17,11/17/1956,10900
1956,11,18,11/18/1956,10600
1956,11,19,11/19/1956,10400
1956,11,20,11/20/1956,10200
1956,11,21,11/21/1956,9930
1956,11,22,11/22/1956,9790
1956,11,23,11/23/1956,9540
1956,11,24,11/24/1956,9370
1956,11,25,11/25/1956,9370
1956,11,26,11/26/1956,9140
1956,11,27,11/27/1956,9000
1956,11,28,11/28/1956,9000
1956,11,29,11/29/1956,8830
1956,11,30,11/30/1956,8740
1956,12,1,12/1/1956,8740
1956,12,2,12/2/1956,8550
1956,12,3,12/3/1956,8460
1956,12,4,12/4/1956,8430
1956,12,5,12/5/1956,8320
1956,12,6,12/6/1956,8210
1956,12,7,12/7/1956,8210
1956,12,8,12/8/1956,8090
1956,12,9,12/9/1956,7950
1956,12,10,12/10/1956,7840
1956,12,11,12/11/1956,7730
1956,12,12,12/12/1956,7640
1956,12,13,12/13/1956,7530
1956,12,14,12/14/1956,7500
1956,12,15,12/15/1956,7390
1956,12,16,12/16/1956,7270
1956,12,17,12/17/1956,7130
1956,12,18,12/18/1956,7100
1956,12,19,12/19/1956,7080
1956,12,20,12/20/1956,6990
1956,12,21,12/21/1956,6930
1956,12,22,12/22/1956,6880
1956,12,23,12/23/1956,6820
1956,12,24,12/24/1956,6790
1956,12,25,12/25/1956,6710
1956,12,26,12/26/1956,6620
1956,12,27,12/27/1956,6540
1956,12,28,12/28/1956,6480
1956,12,29,12/29/1956,6420
1956,12,30,12/30/1956,6370
1956,12,31,12/31/1956,6370
1957,1,1,1/1/1957,6280
1957,1,2,1/2/1957,6250
1957,1,3,1/3/1957,6170
1957,1,4,1/4/1957,6140
1957,1,5,1/5/1957,6140
1957,1,6,1/6/1957,6140
1957,1,7,1/7/1957,6080
1957,1,8,1/8/1957,6060
1957,1,9,1/9/1957,6060
1957,1,10,1/10/1957,6280
1957,1,11,1/11/1957,6280
1957,1,12,1/12/1957,6280
1957,1,13,1/13/1957,6370
1957,1,14,1/14/1957,6370
1957,1,15,1/15/1957,6370
1957,1,16,1/16/1957,6310
1957,1,17,1/17/1957,6280
1957,1,18,1/18/1957,6230
1957,1,19,1/19/1957,6310
1957,1,20,1/20/1957,6370
1957,1,21,1/21/1957,6450
1957,1,22,1/22/1957,6370
1957,1,23,1/23/1957,6310
1957,1,24,1/24/1957,6110
1957,1,25,1/25/1957,5940
1957,1,26,1/26/1957,5800
1957,1,27,1/27/1957,5720
1957,1,28,1/28/1957,5600
1957,1,29,1/29/1957,5550
1957,1,30,1/30/1957,5490
1957,1,31,1/31/1957,5490
1957,2,1,2/1/1957,5430
1957,2,2,2/2/1957,5380
1957,2,3,2/3/1957,5320
1957,2,4,2/4/1957,5260
1957,2,5,2/5/1957,5210
1957,2,6,2/6/1957,5150
1957,2,7,2/7/1957,5090
1957,2,8,2/8/1957,5070
1957,2,9,2/9/1957,5040
1957,2,10,2/10/1957,5010
1957,2,11,2/11/1957,4980
1957,2,12,2/12/1957,4950
1957,2,13,2/13/1957,4920
1957,2,14,2/14/1957,4900
1957,2,15,2/15/1957,4870
1957,2,16,2/16/1957,4840
1957,2,17,2/17/1957,4840
1957,2,18,2/18/1957,4810
1957,2,19,2/19/1957,4810
1957,2,20,2/20/1957,4780
1957,2,21,2/21/1957,4780
1957,2,22,2/22/1957,4750
1957,2,23,2/23/1957,4810
1957,2,24,2/24/1957,4870
1957,2,25,2/25/1957,4920
1957,2,26,2/26/1957,4980
1957,2,27,2/27/1957,5040
1957,2,28,2/28/1957,5090
1957,3,1,3/1/1957,5090
1957,3,2,3/2/1957,5120
1957,3,3,3/3/1957,5180
1957,3,4,3/4/1957,5180
1957,3,5,3/5/1957,5180
1957,3,6,3/6/1957,5260
1957,3,7,3/7/1957,5240
1957,3,8,3/8/1957,5180
1957,3,9,3/9/1957,5120
1957,3,10,3/10/1957,5070
1957,3,11,3/11/1957,5010
1957,3,12,3/12/1957,5010
1957,3,13,3/13/1957,5040
1957,3,14,3/14/1957,5150
1957,3,15,3/15/1957,5290
1957,3,16,3/16/1957,5550
1957,3,17,3/17/1957,5550
1957,3,18,3/18/1957,5430
1957,3,19,3/19/1957,5260
1957,3,20,3/20/1957,5150
1957,3,21,3/21/1957,5090
1957,3,22,3/22/1957,5090
1957,3,23,3/23/1957,5070
1957,3,24,3/24/1957,5010
1957,3,25,3/25/1957,4920
1957,3,26,3/26/1957,5010
1957,3,27,3/27/1957,5090
1957,3,28,3/28/1957,5120
1957,3,29,3/29/1957,5260
1957,3,30,3/30/1957,5490
1957,3,31,3/31/1957,5830
1957,4,1,4/1/1957,6140
1957,4,2,4/2/1957,6170
1957,4,3,4/3/1957,6140
1957,4,4,4/4/1957,5740
1957,4,5,4/5/1957,5630
1957,4,6,4/6/1957,5460
1957,4,7,4/7/1957,5460
1957,4,8,4/8/1957,5410
1957,4,9,4/9/1957,5260
1957,4,10,4/10/1957,5260
1957,4,11,4/11/1957,5180
1957,4,12,4/12/1957,5090
1957,4,13,4/13/1957,4980
1957,4,14,4/14/1957,5040
1957,4,15,4/15/1957,5090
1957,4,16,4/16/1957,5240
1957,4,17,4/17/1957,5380
1957,4,18,4/18/1957,5410
1957,4,19,4/19/1957,5350
1957,4,20,4/20/1957,5490
1957,4,21,4/21/1957,5770
1957,4,22,4/22/1957,5890
1957,4,23,4/23/1957,6280
1957,4,24,4/24/1957,7300
1957,4,25,4/25/1957,8490
1957,4,26,4/26/1957,9590
1957,4,27,4/27/1957,10600
1957,4,28,4/28/1957,11400
1957,4,29,4/29/1957,11200
1957,4,30,4/30/1957,10500
1957,5,1,5/1/1957,9790
1957,5,2,5/2/1957,9820
1957,5,3,5/3/1957,10600
1957,5,4,5/4/1957,11300
1957,5,5,5/5/1957,11400
1957,5,6,5/6/1957,10700
1957,5,7,5/7/1957,9820
1957,5,8,5/8/1957,9400
1957,5,9,5/9/1957,9450
1957,5,10,5/10/1957,9930
1957,5,11,5/11/1957,12700
1957,5,12,5/12/1957,20100
1957,5,13,5/13/1957,25600
1957,5,14,5/14/1957,25200
1957,5,15,5/15/1957,23300
1957,5,16,5/16/1957,21800
1957,5,17,5/17/1957,21600
1957,5,18,5/18/1957,22100
1957,5,19,5/19/1957,22800
1957,5,20,5/20/1957,24200
1957,5,21,5/21/1957,23800
1957,5,22,5/22/1957,22500
1957,5,23,5/23/1957,21800
1957,5,24,5/24/1957,21500
1957,5,25,5/25/1957,24900
1957,5,26,5/26/1957,28000
1957,5,27,5/27/1957,26900
1957,5,28,5/28/1957,25400
1957,5,29,5/29/1957,24200
1957,5,30,5/30/1957,24200
1957,5,31,5/31/1957,24800
1957,6,1,6/1/1957,27600
1957,6,2,6/2/1957,28500
1957,6,3,6/3/1957,27700
1957,6,4,6/4/1957,26300
1957,6,5,6/5/1957,24900
1957,6,6,6/6/1957,23900
1957,6,7,6/7/1957,23300
1957,6,8,6/8/1957,23200
1957,6,9,6/9/1957,23100
1957,6,10,6/10/1957,23000
1957,6,11,6/11/1957,23000
1957,6,12,6/12/1957,23000
1957,6,13,6/13/1957,23300
1957,6,14,6/14/1957,23100
1957,6,15,6/15/1957,22500
1957,6,16,6/16/1957,22000
1957,6,17,6/17/1957,22200
1957,6,18,6/18/1957,23500
1957,6,19,6/19/1957,25600
1957,6,20,6/20/1957,27600
1957,6,21,6/21/1957,28500
1957,6,22,6/22/1957,30100
1957,6,23,6/23/1957,34200
1957,6,24,6/24/1957,38100
1957,6,25,6/25/1957,39500
1957,6,26,6/26/1957,40500
1957,6,27,6/27/1957,42800
1957,6,28,6/28/1957,45000
1957,6,29,6/29/1957,46000
1957,6,30,6/30/1957,47100
1957,7,1,7/1/1957,48000
1957,7,2,7/2/1957,47100
1957,7,3,7/3/1957,45000
1957,7,4,7/4/1957,42600
1957,7,5,7/5/1957,40000
1957,7,6,7/6/1957,38200
1957,7,7,7/7/1957,35800
1957,7,8,7/8/1957,36100
1957,7,9,7/9/1957,36600
1957,7,10,7/10/1957,38300
1957,7,11,7/11/1957,40700
1957,7,12,7/12/1957,42600
1957,7,13,7/13/1957,44400
1957,7,14,7/14/1957,46400
1957,7,15,7/15/1957,47000
1957,7,16,7/16/1957,46000
1957,7,17,7/17/1957,44900
1957,7,18,7/18/1957,44500
1957,7,19,7/19/1957,44800
1957,7,20,7/20/1957,44500
1957,7,21,7/21/1957,44500
1957,7,22,7/22/1957,45900
1957,7,23,7/23/1957,47500
1957,7,24,7/24/1957,48300
1957,7,25,7/25/1957,47800
1957,7,26,7/26/1957,46900
1957,7,27,7/27/1957,45900
1957,7,28,7/28/1957,46400
1957,7,29,7/29/1957,49100
1957,7,30,7/30/1957,52300
1957,7,31,7/31/1957,53400
1957,8,1,8/1/1957,54800
1957,8,2,8/2/1957,56300
1957,8,3,8/3/1957,56100
1957,8,4,8/4/1957,55200
1957,8,5,8/5/1957,56500
1957,8,6,8/6/1957,58500
1957,8,7,8/7/1957,60800
1957,8,8,8/8/1957,60800
1957,8,9,8/9/1957,60800
1957,8,10,8/10/1957,60800
1957,8,11,8/11/1957,62000
1957,8,12,8/12/1957,62500
1957,8,13,8/13/1957,62300
1957,8,14,8/14/1957,60200
1957,8,15,8/15/1957,58500
1957,8,16,8/16/1957,53600
1957,8,17,8/17/1957,50200
1957,8,18,8/18/1957,47100
1957,8,19,8/19/1957,44000
1957,8,20,8/20/1957,40200
1957,8,21,8/21/1957,36500
1957,8,22,8/22/1957,33400
1957,8,23,8/23/1957,30300
1957,8,24,8/24/1957,28800
1957,8,25,8/25/1957,28800
1957,8,26,8/26/1957,29700
1957,8,27,8/27/1957,29700
1957,8,28,8/28/1957,30200
1957,8,29,8/29/1957,30800
1957,8,30,8/30/1957,31100
1957,8,31,8/31/1957,31100
1957,9,1,9/1/1957,30800
1957,9,2,9/2/1957,30400
1957,9,3,9/3/1957,29500
1957,9,4,9/4/1957,29300
1957,9,5,9/5/1957,28000
1957,9,6,9/6/1957,26700
1957,9,7,9/7/1957,26300
1957,9,8,9/8/1957,26400
1957,9,9,9/9/1957,26400
1957,9,10,9/10/1957,26100
1957,9,11,9/11/1957,25400
1957,9,12,9/12/1957,25000
1957,9,13,9/13/1957,24600
1957,9,14,9/14/1957,24500
1957,9,15,9/15/1957,24100
1957,9,16,9/16/1957,23800
1957,9,17,9/17/1957,23800
1957,9,18,9/18/1957,23800
1957,9,19,9/19/1957,25100
1957,9,20,9/20/1957,27700
1957,9,21,9/21/1957,29400
1957,9,22,9/22/1957,29500
1957,9,23,9/23/1957,28100
1957,9,24,9/24/1957,26700
1957,9,25,9/25/1957,25300
1957,9,26,9/26/1957,23800
1957,9,27,9/27/1957,23300
1957,9,28,9/28/1957,23300
1957,9,29,9/29/1957,23400
1957,9,30,9/30/1957,24300
1957,10,1,10/1/1957,26600
1957,10,2,10/2/1957,29900
1957,10,3,10/3/1957,31400
1957,10,4,10/4/1957,30600
1957,10,5,10/5/1957,28400
1957,10,6,10/6/1957,25800
1957,10,7,10/7/1957,24200
1957,10,8,10/8/1957,22800
1957,10,9,10/9/1957,21600
1957,10,10,10/10/1957,20900
1957,10,11,10/11/1957,20900
1957,10,12,10/12/1957,21300
1957,10,13,10/13/1957,21600
1957,10,14,10/14/1957,21100
1957,10,15,10/15/1957,20000
1957,10,16,10/16/1957,18500
1957,10,17,10/17/1957,17500
1957,10,18,10/18/1957,16600
1957,10,19,10/19/1957,16000
1957,10,20,10/20/1957,15600
1957,10,21,10/21/1957,14900
1957,10,22,10/22/1957,14700
1957,10,23,10/23/1957,14600
1957,10,24,10/24/1957,14500
1957,10,25,10/25/1957,14200
1957,10,26,10/26/1957,13600
1957,10,27,10/27/1957,13100
1957,10,28,10/28/1957,12700
1957,10,29,10/29/1957,12400
1957,10,30,10/30/1957,12200
1957,10,31,10/31/1957,12200
1957,11,1,11/1/1957,11900
1957,11,2,11/2/1957,11700
1957,11,3,11/3/1957,11500
1957,11,4,11/4/1957,11300
1957,11,5,11/5/1957,10800
1957,11,6,11/6/1957,10600
1957,11,7,11/7/1957,10400
1957,11,8,11/8/1957,10200
1957,11,9,11/9/1957,9930
1957,11,10,11/10/1957,9740
1957,11,11,11/11/1957,9590
1957,11,12,11/12/1957,9370
1957,11,13,11/13/1957,9170
1957,11,14,11/14/1957,9000
1957,11,15,11/15/1957,8860
1957,11,16,11/16/1957,8740
1957,11,17,11/17/1957,8550
1957,11,18,11/18/1957,8410
1957,11,19,11/19/1957,8320
1957,11,20,11/20/1957,8150
1957,11,21,11/21/1957,8040
1957,11,22,11/22/1957,7900
1957,11,23,11/23/1957,7780
1957,11,24,11/24/1957,7700
1957,11,25,11/25/1957,7610
1957,11,26,11/26/1957,7530
1957,11,27,11/27/1957,7470
1957,11,28,11/28/1957,7410
1957,11,29,11/29/1957,7300
1957,11,30,11/30/1957,7160
1957,12,1,12/1/1957,7100
1957,12,2,12/2/1957,6990
1957,12,3,12/3/1957,6980
1957,12,4,12/4/1957,6930
1957,12,5,12/5/1957,6880
1957,12,6,12/6/1957,6880
1957,12,7,12/7/1957,6820
1957,12,8,12/8/1957,6790
1957,12,9,12/9/1957,6710
1957,12,10,12/10/1957,6620
1957,12,11,12/11/1957,6540
1957,12,12,12/12/1957,6480
1957,12,13,12/13/1957,6450
1957,12,14,12/14/1957,6450
1957,12,15,12/15/1957,6370
1957,12,16,12/16/1957,6310
1957,12,17,12/17/1957,6880
1957,12,18,12/18/1957,6250
1957,12,19,12/19/1957,6170
1957,12,20,12/20/1957,6170
1957,12,21,12/21/1957,5970
1957,12,22,12/22/1957,5890
1957,12,23,12/23/1957,5830
1957,12,24,12/24/1957,5770
1957,12,25,12/25/1957,5660
1957,12,26,12/26/1957,5600
1957,12,27,12/27/1957,5520
1957,12,28,12/28/1957,5430
1957,12,29,12/29/1957,5350
1957,12,30,12/30/1957,5290
1957,12,31,12/31/1957,5210
1958,1,1,1/1/1958,5120
1958,1,2,1/2/1958,5090
1958,1,3,1/3/1958,5010
1958,1,4,1/4/1958,4920
1958,1,5,1/5/1958,4900
1958,1,6,1/6/1958,4870
1958,1,7,1/7/1958,4810
1958,1,8,1/8/1958,4780
1958,1,9,1/9/1958,4750
1958,1,10,1/10/1958,4640
1958,1,11,1/11/1958,4560
1958,1,12,1/12/1958,4470
1958,1,13,1/13/1958,4440
1958,1,14,1/14/1958,4470
1958,1,15,1/15/1958,4580
1958,1,16,1/16/1958,4580
1958,1,17,1/17/1958,4500
1958,1,18,1/18/1958,4410
1958,1,19,1/19/1958,4360
1958,1,20,1/20/1958,4330
1958,1,21,1/21/1958,4270
1958,1,22,1/22/1958,4190
1958,1,23,1/23/1958,4190
1958,1,24,1/24/1958,4190
1958,1,25,1/25/1958,4250
1958,1,26,1/26/1958,4300
1958,1,27,1/27/1958,4330
1958,1,28,1/28/1958,4250
1958,1,29,1/29/1958,4220
1958,1,30,1/30/1958,4190
1958,1,31,1/31/1958,4130
1958,2,1,2/1/1958,4080
1958,2,2,2/2/1958,4160
1958,2,3,2/3/1958,4160
1958,2,4,2/4/1958,4130
1958,2,5,2/5/1958,4130
1958,2,6,2/6/1958,4190
1958,2,7,2/7/1958,4270
1958,2,8,2/8/1958,4360
1958,2,9,2/9/1958,4410
1958,2,10,2/10/1958,4360
1958,2,11,2/11/1958,4300
1958,2,12,2/12/1958,4240
1958,2,13,2/13/1958,4220
1958,2,14,2/14/1958,4190
1958,2,15,2/15/1958,4160
1958,2,16,2/16/1958,4160
1958,2,17,2/17/1958,4190
1958,2,18,2/18/1958,4190
1958,2,19,2/19/1958,4160
1958,2,20,2/20/1958,4130
1958,2,21,2/21/1958,4080
1958,2,22,2/22/1958,4050
1958,2,23,2/23/1958,4050
1958,2,24,2/24/1958,4050
1958,2,25,2/25/1958,4080
1958,2,26,2/26/1958,4130
1958,2,27,2/27/1958,4130
1958,2,28,2/28/1958,4100
1958,3,1,3/1/1958,4080
1958,3,2,3/2/1958,4050
1958,3,3,3/3/1958,4050
1958,3,4,3/4/1958,4080
1958,3,5,3/5/1958,4080
1958,3,6,3/6/1958,4100
1958,3,7,3/7/1958,4160
1958,3,8,3/8/1958,4220
1958,3,9,3/9/1958,4240
1958,3,10,3/10/1958,4250
1958,3,11,3/11/1958,4330
1958,3,12,3/12/1958,4360
1958,3,13,3/13/1958,4360
1958,3,14,3/14/1958,4360
1958,3,15,3/15/1958,4330
1958,3,16,3/16/1958,4330
1958,3,17,3/17/1958,4330
1958,3,18,3/18/1958,4330
1958,3,19,3/19/1958,4240
1958,3,20,3/20/1958,4240
1958,3,21,3/21/1958,4240
1958,3,22,3/22/1958,4240
1958,3,23,3/23/1958,4240
1958,3,24,3/24/1958,4240
1958,3,25,3/25/1958,4240
1958,3,26,3/26/1958,4220
1958,3,27,3/27/1958,4190
1958,3,28,3/28/1958,4190
1958,3,29,3/29/1958,4190
1958,3,30,3/30/1958,4190
1958,3,31,3/31/1958,4220
1958,4,1,4/1/1958,4300
1958,4,2,4/2/1958,4390
1958,4,3,4/3/1958,4530
1958,4,4,4/4/1958,4500
1958,4,5,4/5/1958,4700
1958,4,6,4/6/1958,4900
1958,4,7,4/7/1958,5070
1958,4,8,4/8/1958,5120
1958,4,9,4/9/1958,5120
1958,4,10,4/10/1958,5180
1958,4,11,4/11/1958,5830
1958,4,12,4/12/1958,6340
1958,4,13,4/13/1958,6400
1958,4,14,4/14/1958,6340
1958,4,15,4/15/1958,6280
1958,4,16,4/16/1958,6340
1958,4,17,4/17/1958,6850
1958,4,18,4/18/1958,7730
1958,4,19,4/19/1958,8600
1958,4,20,4/20/1958,8550
1958,4,21,4/21/1958,8380
1958,4,22,4/22/1958,8090
1958,4,23,4/23/1958,8010
1958,4,24,4/24/1958,7920
1958,4,25,4/25/1958,7870
1958,4,26,4/26/1958,7810
1958,4,27,4/27/1958,7640
1958,4,28,4/28/1958,7980
1958,4,29,4/29/1958,9250
1958,4,30,4/30/1958,10200
1958,5,1,5/1/1958,10100
1958,5,2,5/2/1958,10100
1958,5,3,5/3/1958,10400
1958,5,4,5/4/1958,10600
1958,5,5,5/5/1958,10700
1958,5,6,5/6/1958,12200
1958,5,7,5/7/1958,13900
1958,5,8,5/8/1958,16700
1958,5,9,5/9/1958,17200
1958,5,10,5/10/1958,16400
1958,5,11,5/11/1958,15100
1958,5,12,5/12/1958,15000
1958,5,13,5/13/1958,16400
1958,5,14,5/14/1958,18100
1958,5,15,5/15/1958,19200
1958,5,16,5/16/1958,20000
1958,5,17,5/17/1958,22300
1958,5,18,5/18/1958,24200
1958,5,19,5/19/1958,23300
1958,5,20,5/20/1958,21300
1958,5,21,5/21/1958,20600
1958,5,22,5/22/1958,20200
1958,5,23,5/23/1958,19900
1958,5,24,5/24/1958,19700
1958,5,25,5/25/1958,20100
1958,5,26,5/26/1958,20900
1958,5,27,5/27/1958,20900
1958,5,28,5/28/1958,21100
1958,5,29,5/29/1958,23000
1958,5,30,5/30/1958,27300
1958,5,31,5/31/1958,30200
1958,6,1,6/1/1958,31200
1958,6,2,6/2/1958,30200
1958,6,3,6/3/1958,28800
1958,6,4,6/4/1958,25700
1958,6,5,6/5/1958,23800
1958,6,6,6/6/1958,22100
1958,6,7,6/7/1958,20800
1958,6,8,6/8/1958,19900
1958,6,9,6/9/1958,19200
1958,6,10,6/10/1958,18500
1958,6,11,6/11/1958,17700
1958,6,12,6/12/1958,17200
1958,6,13,6/13/1958,17100
1958,6,14,6/14/1958,16800
1958,6,15,6/15/1958,16700
1958,6,16,6/16/1958,16700
1958,6,17,6/17/1958,17000
1958,6,18,6/18/1958,17400
1958,6,19,6/19/1958,18300
1958,6,20,6/20/1958,23100
1958,6,21,6/21/1958,26700
1958,6,22,6/22/1958,33900
1958,6,23,6/23/1958,39300
1958,6,24,6/24/1958,42100
1958,6,25,6/25/1958,42400
1958,6,26,6/26/1958,41000
1958,6,27,6/27/1958,39100
1958,6,28,6/28/1958,38100
1958,6,29,6/29/1958,37000
1958,6,30,6/30/1958,37600
1958,7,1,7/1/1958,39700
