Year,Month,Day,Date,Q (m3/s)
1980,1,1,1/1/1980,92.3
1980,1,2,1/2/1980,91.4
1980,1,3,1/3/1980,90.6
1980,1,4,1/4/1980,89.1
1980,1,5,1/5/1980,88
1980,1,6,1/6/1980,86.6
1980,1,7,1/7/1980,85.5
1980,1,8,1/8/1980,83.8
1980,1,9,1/9/1980,81.5
1980,1,10,1/10/1980,79.8
1980,1,11,1/11/1980,79
1980,1,12,1/12/1980,78.1
1980,1,13,1/13/1980,77
1980,1,14,1/14/1980,76.1
1980,1,15,1/15/1980,75
1980,1,16,1/16/1980,73.6
1980,1,17,1/17/1980,71.9
1980,1,18,1/18/1980,70.2
1980,1,19,1/19/1980,69.1
1980,1,20,1/20/1980,68.2
1980,1,21,1/21/1980,67.4
1980,1,22,1/22/1980,66.5
1980,1,23,1/23/1980,65.7
1980,1,24,1/24/1980,64.5
1980,1,25,1/25/1980,63.7
1980,1,26,1/26/1980,63.7
1980,1,27,1/27/1980,62.8
1980,1,28,1/28/1980,62.8
1980,1,29,1/29/1980,62.8
1980,1,30,1/30/1980,62.8
1980,1,31,1/31/1980,62.8
1980,2,1,2/1/1980,62.8
1980,2,2,2/2/1980,62.8
1980,2,3,2/3/1980,64.2
1980,2,4,2/4/1980,64.5
1980,2,5,2/5/1980,63.7
1980,2,6,2/6/1980,62.5
1980,2,7,2/7/1980,62
1980,2,8,2/8/1980,61.1
1980,2,9,2/9/1980,62.5
1980,2,10,2/10/1980,63.7
1980,2,11,2/11/1980,62.8
1980,2,12,2/12/1980,62
1980,2,13,2/13/1980,61.1
1980,2,14,2/14/1980,60.3
1980,2,15,2/15/1980,59.4
1980,2,16,2/16/1980,57.7
1980,2,17,2/17/1980,55.5
1980,2,18,2/18/1980,54.3
1980,2,19,2/19/1980,53.5
1980,2,20,2/20/1980,54.6
1980,2,21,2/21/1980,56.9
1980,2,22,2/22/1980,58.9
1980,2,23,2/23/1980,61.1
1980,2,24,2/24/1980,63.4
1980,2,25,2/25/1980,68.2
1980,2,26,2/26/1980,77.5
1980,2,27,2/27/1980,92.3
1980,2,28,2/28/1980,98.2
1980,2,29,2/29/1980,101
1980,3,1,3/1/1980,99
1980,3,2,3/2/1980,95.1
1980,3,3,3/3/1980,100
1980,3,4,3/4/1980,109
1980,3,5,3/5/1980,141.3
1980,3,6,3/6/1980,191
1980,3,7,3/7/1980,225.8
1980,3,8,3/8/1980,261.9
1980,3,9,3/9/1980,315.8
1980,3,10,3/10/1980,334.7
1980,3,11,3/11/1980,324.9
1980,3,12,3/12/1980,269.9
1980,3,13,3/13/1980,217.8
1980,3,14,3/14/1980,175
1980,3,15,3/15/1980,144.2
1980,3,16,3/16/1980,123
1980,3,17,3/17/1980,111
1980,3,18,3/18/1980,103
1980,3,19,3/19/1980,98.2
1980,3,20,3/20/1980,97.4
1980,3,21,3/21/1980,98.8
1980,3,22,3/22/1980,110
1980,3,23,3/23/1980,123
1980,3,24,3/24/1980,120
1980,3,25,3/25/1980,108
1980,3,26,3/26/1980,101
1980,3,27,3/27/1980,90.6
1980,3,28,3/28/1980,85.5
1980,3,29,3/29/1980,80.1
1980,3,30,3/30/1980,75.8
1980,3,31,3/31/1980,55.5
1980,4,1,4/1/1980,74.8
1980,4,2,4/2/1980,74.1
1980,4,3,4/3/1980,73.3
1980,4,4,4/4/1980,73.3
1980,4,5,4/5/1980,73.2
1980,4,6,4/6/1980,96.6
1980,4,7,4/7/1980,115
1980,4,8,4/8/1980,118
1980,4,9,4/9/1980,116
1980,4,10,4/10/1980,116
1980,4,11,4/11/1980,120
1980,4,12,4/12/1980,126
1980,4,13,4/13/1980,143
1980,4,14,4/14/1980,149.3
1980,4,15,4/15/1980,143
1980,4,16,4/16/1980,119
1980,4,17,4/17/1980,93.9
1980,4,18,4/18/1980,84.2
1980,4,19,4/19/1980,84.5
1980,4,20,4/20/1980,115.1
1980,4,21,4/21/1980,114.8
1980,4,22,4/22/1980,129.1
1980,4,23,4/23/1980,284.5
1980,4,24,4/24/1980,1039.3
1980,4,25,4/25/1980,1562.2
1980,4,26,4/26/1980,1526.8
1980,4,27,4/27/1980,1254.2
1980,4,28,4/28/1980,1084.9
1980,4,29,4/29/1980,1170.5
1980,4,30,4/30/1980,893.7
1980,5,1,5/1/1980,719.4
1980,5,2,5/2/1980,532.2
1980,5,3,5/3/1980,450.1
1980,5,4,5/4/1980,418.8
1980,5,5,5/5/1980,405.7
1980,5,6,5/6/1980,438.8
1980,5,7,5/7/1980,1007.9
1980,5,8,5/8/1980,1950.3
1980,5,9,5/9/1980,2297.3
1980,5,10,5/10/1980,2344.2
1980,5,11,5/11/1980,2338.9
1980,5,12,5/12/1980,2215.3
1980,5,13,5/13/1980,1983.7
1980,5,14,5/14/1980,1750.3
1980,5,15,5/15/1980,1547.6
1980,5,16,5/16/1980,1431.3
1980,5,17,5/17/1980,1708.3
1980,5,18,5/18/1980,2046.3
1980,5,19,5/19/1980,2060.9
1980,5,20,5/20/1980,1896.3
1980,5,21,5/21/1980,1673.2
1980,5,22,5/22/1980,1429.3
1980,5,23,5/23/1980,1202.8
1980,5,24,5/24/1980,1034.3
1980,5,25,5/25/1980,906
1980,5,26,5/26/1980,808.8
1980,5,27,5/27/1980,696.6
1980,5,28,5/28/1980,666.5
1980,5,29,5/29/1980,715.3
1980,5,30,5/30/1980,873.9
1980,5,31,5/31/1980,1090.1
1980,6,1,6/1/1980,1287.8
1980,6,2,6/2/1980,1581.1
1980,6,3,6/3/1980,1795.3
1980,6,4,6/4/1980,1852.3
1980,6,5,6/5/1980,2107.6
1980,6,6,6/6/1980,2349.4
1980,6,7,6/7/1980,3103.7
1980,6,8,6/8/1980,3858.2
1980,6,9,6/9/1980,3721.6
1980,6,10,6/10/1980,3402.1
1980,6,11,6/11/1980,3497.1
1980,6,12,6/12/1980,3613.3
1980,6,13,6/13/1980,3177.5
1980,6,14,6/14/1980,2891.1
1980,6,15,6/15/1980,2838.6
1980,6,16,6/16/1980,2803.9
1980,6,17,6/17/1980,2968.1
1980,6,18,6/18/1980,2870.7
1980,6,19,6/19/1980,2655.9
1980,6,20,6/20/1980,2509.6
1980,6,21,6/21/1980,2509.6
1980,6,22,6/22/1980,2547.8
1980,6,23,6/23/1980,2561.5
1980,6,24,6/24/1980,2580.8
1980,6,25,6/25/1980,2650.2
1980,6,26,6/26/1980,2876.5
1980,6,27,6/27/1980,3128.2
1980,6,28,6/28/1980,3376.9
1980,6,29,6/29/1980,3177.5
1980,6,30,6/30/1980,3122.1
1980,7,1,7/1/1980,2992
1980,7,2,7/2/1980,2818.3
1980,7,3,7/3/1980,2723.6
1980,7,4,7/4/1980,2569.8
1980,7,5,7/5/1980,2354.7
1980,7,6,7/6/1980,2110.1
1980,7,7,7/7/1980,2336.4
1980,7,8,7/8/1980,2294.7
1980,7,9,7/9/1980,2195
1980,7,10,7/10/1980,2167.3
1980,7,11,7/11/1980,2558.8
1980,7,12,7/12/1980,2641.8
1980,7,13,7/13/1980,2684
1980,7,14,7/14/1980,2700.9
1980,7,15,7/15/1980,2561.5
1980,7,16,7/16/1980,2547.8
1980,7,17,7/17/1980,2583.5
1980,7,18,7/18/1980,2536.8
1980,7,19,7/19/1980,2553.3
1980,7,20,7/20/1980,2539.6
1980,7,21,7/21/1980,2602.8
1980,7,22,7/22/1980,2641.8
1980,7,23,7/23/1980,2597.3
1980,7,24,7/24/1980,2528.6
1980,7,25,7/25/1980,2359.9
1980,7,26,7/26/1980,2388.9
1980,7,27,7/27/1980,2359.9
1980,7,28,7/28/1980,2279.2
1980,7,29,7/29/1980,2284.4
1980,7,30,7/30/1980,2539.6
1980,7,31,7/31/1980,2667.1
1980,8,1,8/1/1980,2669.9
1980,8,2,8/2/1980,2653
1980,8,3,8/3/1980,2509.6
1980,8,4,8/4/1980,2498.7
1980,8,5,8/5/1980,2550.5
1980,8,6,8/6/1980,2439.5
1980,8,7,8/7/1980,2341.5
1980,8,8,8/8/1980,2274.1
1980,8,9,8/9/1980,2455.5
1980,8,10,8/10/1980,2515
1980,8,11,8/11/1980,2695.2
1980,8,12,8/12/1980,2737.8
1980,8,13,8/13/1980,2706.6
1980,8,14,8/14/1980,2591.8
1980,8,15,8/15/1980,2482.5
1980,8,16,8/16/1980,2455.5
1980,8,17,8/17/1980,2381
1980,8,18,8/18/1980,2217.8
1980,8,19,8/19/1980,2095.2
1980,8,20,8/20/1980,2083
1980,8,21,8/21/1980,1870.8
1980,8,22,8/22/1980,1974.1
1980,8,23,8/23/1980,2017.3
1980,8,24,8/24/1980,1915
1980,8,25,8/25/1980,1739.3
1980,8,26,8/26/1980,1581.1
1980,8,27,8/27/1980,1423.3
1980,8,28,8/28/1980,1299.1
1980,8,29,8/29/1980,1221
1980,8,30,8/30/1980,1115.9
1980,8,31,8/31/1980,1421.4
1980,9,1,9/1/1980,1547.6
1980,9,2,9/2/1980,1496
1980,9,3,9/3/1980,1304.9
1980,9,4,9/4/1980,1166.9
1980,9,5,9/5/1980,1224.7
1980,9,6,9/6/1980,1197.4
1980,9,7,9/7/1980,1329.6
1980,9,8,9/8/1980,1423.3
1980,9,9,9/9/1980,1401.5
1980,9,10,9/10/1980,1640.8
1980,9,11,9/11/1980,1901
1980,9,12,9/12/1980,2169.8
1980,9,13,9/13/1980,2597.3
1980,9,14,9/14/1980,2766.5
1980,9,15,9/15/1980,2569.8
1980,9,16,9/16/1980,2641.8
1980,9,17,9/17/1980,2641.8
1980,9,18,9/18/1980,2477
1980,9,19,9/19/1980,2423.4
1980,9,20,9/20/1980,2338.9
1980,9,21,9/21/1980,2258.6
1980,9,22,9/22/1980,2215.3
1980,9,23,9/23/1980,2373.1
1980,9,24,9/24/1980,2509.6
1980,9,25,9/25/1980,2458.2
1980,9,26,9/26/1980,2381
1980,9,27,9/27/1980,2258.6
1980,9,28,9/28/1980,2046.3
1980,9,29,9/29/1980,1802.1
1980,9,30,9/30/1980,1566.4
1980,10,1,10/1/1980,1374.1
1980,10,2,10/2/1980,1269
1980,10,3,10/3/1980,1226.5
1980,10,4,10/4/1980,1186.6
1980,10,5,10/5/1980,1339.2
1980,10,6,10/6/1980,2373.1
1980,10,7,10/7/1980,2528.6
1980,10,8,10/8/1980,2174.8
1980,10,9,10/9/1980,2056.1
1980,10,10,10/10/1980,1750.3
1980,10,11,10/11/1980,1504.1
1980,10,12,10/12/1980,1261.6
1980,10,13,10/13/1980,1083.1
1980,10,14,10/14/1980,924.6
1980,10,15,10/15/1980,800.1
1980,10,16,10/16/1980,731.6
1980,10,17,10/17/1980,674.3
1980,10,18,10/18/1980,702
1980,10,19,10/19/1980,699.3
1980,10,20,10/20/1980,1019.4
1980,10,21,10/21/1980,1948
1980,10,22,10/22/1980,3165.2
1980,10,23,10/23/1980,3345.6
1980,10,24,10/24/1980,3509.9
1980,10,25,10/25/1980,3073.1
1980,10,26,10/26/1980,2675.5
1980,10,27,10/27/1980,2174.8
1980,10,28,10/28/1980,1903.3
1980,10,29,10/29/1980,1610.8
1980,10,30,10/30/1980,1299.1
1980,10,31,10/31/1980,1112.4
1980,11,1,11/1/1980,964.1
1980,11,2,11/2/1980,861.8
1980,11,3,11/3/1980,829.2
1980,11,4,11/4/1980,835.1
1980,11,5,11/5/1980,826.3
1980,11,6,11/6/1980,771.8
1980,11,7,11/7/1980,711.3
1980,11,8,11/8/1980,680.8
1980,11,9,11/9/1980,474.1
1980,11,10,11/10/1980,437
1980,11,11,11/11/1980,415.3
1980,11,12,11/12/1980,377.6
1980,11,13,11/13/1980,351.9
1980,11,14,11/14/1980,339.7
1980,11,15,11/15/1980,325.4
1980,11,16,11/16/1980,313.2
1980,11,17,11/17/1980,302.5
1980,11,18,11/18/1980,293.1
1980,11,19,11/19/1980,285.2
1980,11,20,11/20/1980,276
1980,11,21,11/21/1980,267.3
1980,11,22,11/22/1980,259.3
1980,11,23,11/23/1980,253.5
1980,11,24,11/24/1980,247
1980,11,25,11/25/1980,243.1
1980,11,26,11/26/1980,238.4
1980,11,27,11/27/1980,232.8
1980,11,28,11/28/1980,228.2
1980,11,29,11/29/1980,223
1980,11,30,11/30/1980,218.9
1980,12,1,12/1/1980,213.2
1980,12,2,12/2/1980,207.2
1980,12,3,12/3/1980,200.9
1980,12,4,12/4/1980,194.5
1980,12,5,12/5/1980,189.8
1980,12,6,12/6/1980,184.6
1980,12,7,12/7/1980,178.5
1980,12,8,12/8/1980,174.1
1980,12,9,12/9/1980,169.3
1980,12,10,12/10/1980,163.6
1980,12,11,12/11/1980,158.8
1980,12,12,12/12/1980,154.6
1980,12,13,12/13/1980,151.2
1980,12,14,12/14/1980,148.4
1980,12,15,12/15/1980,143.7
1980,12,16,12/16/1980,140.9
1980,12,17,12/17/1980,136.3
1980,12,18,12/18/1980,131.9
1980,12,19,12/19/1980,129.9
1980,12,20,12/20/1980,127.6
1980,12,21,12/21/1980,124.8
1980,12,22,12/22/1980,120.9
1980,12,23,12/23/1980,117.8
1980,12,24,12/24/1980,116.7
1980,12,25,12/25/1980,115.8
1980,12,26,12/26/1980,115
1980,12,27,12/27/1980,115
1980,12,28,12/28/1980,116
1980,12,29,12/29/1980,116
1980,12,30,12/30/1980,116
1980,12,31,12/31/1980,116
1981,1,1,1/1/1981,115
1981,1,2,1/2/1981,164
1981,1,3,1/3/1981,161
1981,1,4,1/4/1981,108
1981,1,5,1/5/1981,106
1981,1,6,1/6/1981,103
1981,1,7,1/7/1981,104
1981,1,8,1/8/1981,106
1981,1,9,1/9/1981,114
1981,1,10,1/10/1981,124
1981,1,11,1/11/1981,134.3
1981,1,12,1/12/1981,136.1
1981,1,13,1/13/1981,132
1981,1,14,1/14/1981,126
1981,1,15,1/15/1981,118
1981,1,16,1/16/1981,114
1981,1,17,1/17/1981,110
1981,1,18,1/18/1981,106
1981,1,19,1/19/1981,104
1981,1,20,1/20/1981,102
1981,1,21,1/21/1981,98.8
1981,1,22,1/22/1981,94.1
1981,1,23,1/23/1981,92.1
1981,1,24,1/24/1981,89.9
1981,1,25,1/25/1981,87.9
1981,1,26,1/26/1981,85.7
1981,1,27,1/27/1981,84
1981,1,28,1/28/1981,82.3
1981,1,29,1/29/1981,80.7
1981,1,30,1/30/1981,79
1981,1,31,1/31/1981,79
1981,2,1,2/1/1981,77.8
1981,2,2,2/2/1981,80
1981,2,3,2/3/1981,85
1981,2,4,2/4/1981,90.1
1981,2,5,2/5/1981,94
1981,2,6,2/6/1981,94
1981,2,7,2/7/1981,93.5
1981,2,8,2/8/1981,91.5
1981,2,9,2/9/1981,89.9
1981,2,10,2/10/1981,90.1
1981,2,11,2/11/1981,90.1
1981,2,12,2/12/1981,98.7
1981,2,13,2/13/1981,108
1981,2,14,2/14/1981,115
1981,2,15,2/15/1981,118
1981,2,16,2/16/1981,117
1981,2,17,2/17/1981,114
1981,2,18,2/18/1981,110
1981,2,19,2/19/1981,105
1981,2,20,2/20/1981,102
1981,2,21,2/21/1981,97.3
1981,2,22,2/22/1981,94.7
1981,2,23,2/23/1981,91.2
1981,2,24,2/24/1981,87
1981,2,25,2/25/1981,83.9
1981,2,26,2/26/1981,81.9
1981,2,27,2/27/1981,80.1
1981,2,28,2/28/1981,78.8
1981,3,1,3/1/1981,77.5
1981,3,2,3/2/1981,89.8
1981,3,3,3/3/1981,150.6
1981,3,4,3/4/1981,190.6
1981,3,5,3/5/1981,188.2
1981,3,6,3/6/1981,176.6
1981,3,7,3/7/1981,166.3
1981,3,8,3/8/1981,156
1981,3,9,3/9/1981,142
1981,3,10,3/10/1981,138
1981,3,11,3/11/1981,139
1981,3,12,3/12/1981,137
1981,3,13,3/13/1981,137
1981,3,14,3/14/1981,136
1981,3,15,3/15/1981,138
1981,3,16,3/16/1981,148
1981,3,17,3/17/1981,170.1
1981,3,18,3/18/1981,177
1981,3,19,3/19/1981,177
1981,3,20,3/20/1981,169
1981,3,21,3/21/1981,163
1981,3,22,3/22/1981,160
1981,3,23,3/23/1981,157
1981,3,24,3/24/1981,155
1981,3,25,3/25/1981,158
1981,3,26,3/26/1981,168
1981,3,27,3/27/1981,190
1981,3,28,3/28/1981,204
1981,3,29,3/29/1981,217
1981,3,30,3/30/1981,225
1981,3,31,3/31/1981,233
1981,4,1,4/1/1981,166
1981,4,2,4/2/1981,179.5
1981,4,3,4/3/1981,190.3
1981,4,4,4/4/1981,231.6
1981,4,5,4/5/1981,343.8
1981,4,6,4/6/1981,499.6
1981,4,7,4/7/1981,569.3
1981,4,8,4/8/1981,607.7
1981,4,9,4/9/1981,588.5
1981,4,10,4/10/1981,485.5
1981,4,11,4/11/1981,395
1981,4,12,4/12/1981,324.2
1981,4,13,4/13/1981,290.3
1981,4,14,4/14/1981,309.5
1981,4,15,4/15/1981,357.8
1981,4,16,4/16/1981,354.2
1981,4,17,4/17/1981,337
1981,4,18,4/18/1981,347.7
1981,4,19,4/19/1981,460.9
1981,4,20,4/20/1981,656.7
1981,4,21,4/21/1981,872.4
1981,4,22,4/22/1981,978.6
1981,4,23,4/23/1981,748
1981,4,24,4/24/1981,652.8
1981,4,25,4/25/1981,547.3
1981,4,26,4/26/1981,455.6
1981,4,27,4/27/1981,385.9
1981,4,28,4/28/1981,328.5
1981,4,29,4/29/1981,280
1981,4,30,4/30/1981,239.5
1981,5,1,5/1/1981,202.2
1981,5,2,5/2/1981,177.8
1981,5,3,5/3/1981,165.2
1981,5,4,5/4/1981,158.3
1981,5,5,5/5/1981,156.3
1981,5,6,5/6/1981,153
1981,5,7,5/7/1981,152
1981,5,8,5/8/1981,142
1981,5,9,5/9/1981,139.2
1981,5,10,5/10/1981,152.1
1981,5,11,5/11/1981,267.9
1981,5,12,5/12/1981,318.2
1981,5,13,5/13/1981,356.8
1981,5,14,5/14/1981,385.6
1981,5,15,5/15/1981,423.6
1981,5,16,5/16/1981,497.3
1981,5,17,5/17/1981,686
1981,5,18,5/18/1981,1165.1
1981,5,19,5/19/1981,1278.5
1981,5,20,5/20/1981,1102.1
1981,5,21,5/21/1981,896.7
1981,5,22,5/22/1981,804.5
1981,5,23,5/23/1981,787.3
1981,5,24,5/24/1981,863.4
1981,5,25,5/25/1981,1014.5
1981,5,26,5/26/1981,1057.7
1981,5,27,5/27/1981,943.4
1981,5,28,5/28/1981,962.6
1981,5,29,5/29/1981,1477.6
1981,5,30,5/30/1981,2212.8
1981,5,31,5/31/1981,2844.4
1981,6,1,6/1/1981,3018.2
1981,6,2,6/2/1981,2932.4
1981,6,3,6/3/1981,2706.6
1981,6,4,6/4/1981,2605.7
1981,6,5,6/5/1981,2729.3
1981,6,6,6/6/1981,2826.9
1981,6,7,6/7/1981,2672.7
1981,6,8,6/8/1981,2426.1
1981,6,9,6/9/1981,2177.4
1981,6,10,6/10/1981,2014.9
1981,6,11,6/11/1981,1790.8
1981,6,12,6/12/1981,1627.9
1981,6,13,6/13/1981,1535.1
1981,6,14,6/14/1981,1602.3
1981,6,15,6/15/1981,1719.3
1981,6,16,6/16/1981,1741.4
1981,6,17,6/17/1981,1759.3
1981,6,18,6/18/1981,1745.9
1981,6,19,6/19/1981,1666.8
1981,6,20,6/20/1981,1510.3
1981,6,21,6/21/1981,1366.2
1981,6,22,6/22/1981,1366.2
1981,6,23,6/23/1981,1297.3
1981,6,24,6/24/1981,1282.2
1981,6,25,6/25/1981,1320
1981,6,26,6/26/1981,1354.6
1981,6,27,6/27/1981,1425.3
1981,6,28,6/28/1981,1564.3
1981,6,29,6/29/1981,1564.3
1981,6,30,6/30/1981,1606.6
1981,7,1,7/1/1981,1845.4
1981,7,2,7/2/1981,2053.6
1981,7,3,7/3/1981,2832.8
1981,7,4,7/4/1981,3389.5
1981,7,5,7/5/1981,3708.7
1981,7,6,7/6/1981,3414.8
1981,7,7,7/7/1981,2974
1981,7,8,7/8/1981,2798
1981,7,9,7/9/1981,2633.5
1981,7,10,7/10/1981,2410.1
1981,7,11,7/11/1981,2248.3
1981,7,12,7/12/1981,2212.8
1981,7,13,7/13/1981,2243.3
1981,7,14,7/14/1981,2132.3
1981,7,15,7/15/1981,1933.8
1981,7,16,7/16/1981,1818
1981,7,17,7/17/1981,1719.3
1981,7,18,7/18/1981,1981.2
1981,7,19,7/19/1981,2147.3
1981,7,20,7/20/1981,2217.8
1981,7,21,7/21/1981,2305.1
1981,7,22,7/22/1981,2594.6
1981,7,23,7/23/1981,2826.9
1981,7,24,7/24/1981,2803.9
1981,7,25,7/25/1981,2706.6
1981,7,26,7/26/1981,2775
1981,7,27,7/27/1981,2809.6
1981,7,28,7/28/1981,2914.7
1981,7,29,7/29/1981,2950.2
1981,7,30,7/30/1981,3115.9
1981,7,31,7/31/1981,3189.9
1981,8,1,8/1/1981,3251.9
1981,8,2,8/2/1981,3202.2
1981,8,3,8/3/1981,2980
1981,8,4,8/4/1981,2879.4
1981,8,5,8/5/1981,2803.9
1981,8,6,8/6/1981,2775
1981,8,7,8/7/1981,2885.3
1981,8,8,8/8/1981,2706.6
1981,8,9,8/9/1981,2605.7
1981,8,10,8/10/1981,2517.8
1981,8,11,8/11/1981,2420.7
1981,8,12,8/12/1981,2279.2
1981,8,13,8/13/1981,2137.3
1981,8,14,8/14/1981,1986
1981,8,15,8/15/1981,1877.7
1981,8,16,8/16/1981,1836.3
1981,8,17,8/17/1981,1799.8
1981,8,18,8/18/1981,1745.9
1981,8,19,8/19/1981,1658.1
1981,8,20,8/20/1981,1510.3
1981,8,21,8/21/1981,1401.5
1981,8,22,8/22/1981,1572.7
1981,8,23,8/23/1981,1901
1981,8,24,8/24/1981,2258.6
1981,8,25,8/25/1981,2578
1981,8,26,8/26/1981,2717.9
1981,8,27,8/27/1981,2723.6
1981,8,28,8/28/1981,2550.5
1981,8,29,8/29/1981,2458.2
1981,8,30,8/30/1981,2684
1981,8,31,8/31/1981,2992
1981,9,1,9/1/1981,3115.9
1981,9,2,9/2/1981,2873.5
1981,9,3,9/3/1981,2712.2
1981,9,4,9/4/1981,2650.2
1981,9,5,9/5/1981,2712.2
1981,9,6,9/6/1981,2944.2
1981,9,7,9/7/1981,3773.5
1981,9,8,9/8/1981,4425.7
1981,9,9,9/9/1981,4881.3
1981,9,10,9/10/1981,4951.6
1981,9,11,9/11/1981,4951.6
1981,9,12,9/12/1981,5036.1
1981,9,13,9/13/1981,5021.9
1981,9,14,9/14/1981,4769.7
1981,9,15,9/15/1981,4317.1
1981,9,16,9/16/1981,3580
1981,9,17,9/17/1981,3067
1981,9,18,9/18/1981,2803.9
1981,9,19,9/19/1981,2556
1981,9,20,9/20/1981,2289.5
1981,9,21,9/21/1981,2034.1
1981,9,22,9/22/1981,1836.3
1981,9,23,9/23/1981,1662.4
1981,9,24,9/24/1981,1493.9
1981,9,25,9/25/1981,1339.2
1981,9,26,9/26/1981,1204.7
1981,9,27,9/27/1981,988.3
1981,9,28,9/28/1981,915.2
1981,9,29,9/29/1981,881.4
1981,9,30,9/30/1981,959.3
1981,10,1,10/1/1981,1088.3
1981,10,2,10/2/1981,1274.7
1981,10,3,10/3/1981,1263.5
1981,10,4,10/4/1981,1133.4
1981,10,5,10/5/1981,994.8
1981,10,6,10/6/1981,899.8
1981,10,7,10/7/1981,810.2
1981,10,8,10/8/1981,734.3
1981,10,9,10/9/1981,680.8
1981,10,10,10/10/1981,526.7
1981,10,11,10/11/1981,493.7
1981,10,12,10/12/1981,467
1981,10,13,10/13/1981,469.7
1981,10,14,10/14/1981,456.8
1981,10,15,10/15/1981,429.5
1981,10,16,10/16/1981,443.7
1981,10,17,10/17/1981,451.7
1981,10,18,10/18/1981,422.1
1981,10,19,10/19/1981,407.6
1981,10,20,10/20/1981,346.5
1981,10,21,10/21/1981,313.2
1981,10,22,10/22/1981,296.6
1981,10,23,10/23/1981,284.7
1981,10,24,10/24/1981,270.6
1981,10,25,10/25/1981,248.9
1981,10,26,10/26/1981,229.4
1981,10,27,10/27/1981,212.4
1981,10,28,10/28/1981,194.9
1981,10,29,10/29/1981,182.5
1981,10,30,10/30/1981,177.3
1981,10,31,10/31/1981,167.2
1981,11,1,11/1/1981,161.2
1981,11,2,11/2/1981,155
1981,11,3,11/3/1981,151.2
1981,11,4,11/4/1981,147.3
1981,11,5,11/5/1981,146.5
1981,11,6,11/6/1981,146.5
1981,11,7,11/7/1981,147.5
1981,11,8,11/8/1981,153.8
1981,11,9,11/9/1981,157.6
1981,11,10,11/10/1981,156.5
1981,11,11,11/11/1981,148.6
1981,11,12,11/12/1981,142
1981,11,13,11/13/1981,134.9
1981,11,14,11/14/1981,130.9
1981,11,15,11/15/1981,126.3
1981,11,16,11/16/1981,122.3
1981,11,17,11/17/1981,120.4
1981,11,18,11/18/1981,115
1981,11,19,11/19/1981,110.6
1981,11,20,11/20/1981,107.8
1981,11,21,11/21/1981,105.3
1981,11,22,11/22/1981,101.2
1981,11,23,11/23/1981,97.5
1981,11,24,11/24/1981,98.6
1981,11,25,11/25/1981,100.1
1981,11,26,11/26/1981,105.4
1981,11,27,11/27/1981,103
1981,11,28,11/28/1981,97.5
1981,11,29,11/29/1981,92.1
1981,11,30,11/30/1981,88.4
1981,12,1,12/1/1981,85.3
1981,12,2,12/2/1981,83.2
1981,12,3,12/3/1981,81.6
1981,12,4,12/4/1981,79.5
1981,12,5,12/5/1981,77.4
1981,12,6,12/6/1981,76
1981,12,7,12/7/1981,75.4
1981,12,8,12/8/1981,73.3
1981,12,9,12/9/1981,72.5
1981,12,10,12/10/1981,71
1981,12,11,12/11/1981,70.3
1981,12,12,12/12/1981,71
1981,12,13,12/13/1981,72.3
1981,12,14,12/14/1981,74.2
1981,12,15,12/15/1981,76.4
1981,12,16,12/16/1981,76.6
1981,12,17,12/17/1981,76.2
1981,12,18,12/18/1981,75.7
1981,12,19,12/19/1981,73.6
1981,12,20,12/20/1981,71.2
1981,12,21,12/21/1981,68.2
1981,12,22,12/22/1981,66.2
1981,12,23,12/23/1981,64.4
1981,12,24,12/24/1981,62.6
1981,12,25,12/25/1981,61.7
1981,12,26,12/26/1981,60.8
1981,12,27,12/27/1981,59.9
1981,12,28,12/28/1981,59.2
1981,12,29,12/29/1981,58.8
1981,12,30,12/30/1981,57.9
1981,12,31,12/31/1981,57.6
1982,1,1,1/1/1982,56.9
1982,1,2,1/2/1982,56.5
1982,1,3,1/3/1982,55.7
1982,1,4,1/4/1982,54.8
1982,1,5,1/5/1982,54.4
1982,1,6,1/6/1982,53.5
1982,1,7,1/7/1982,53.2
1982,1,8,1/8/1982,52.2
1982,1,9,1/9/1982,51.5
1982,1,10,1/10/1982,51
1982,1,11,1/11/1982,50.5
1982,1,12,1/12/1982,49.8
1982,1,13,1/13/1982,48.8
1982,1,14,1/14/1982,47.7
1982,1,15,1/15/1982,46.2
1982,1,16,1/16/1982,45.3
1982,1,17,1/17/1982,44.6
1982,1,18,1/18/1982,43.5
1982,1,19,1/19/1982,42.8
1982,1,20,1/20/1982,41.7
1982,1,21,1/21/1982,41
1982,1,22,1/22/1982,40.3
1982,1,23,1/23/1982,39.7
1982,1,24,1/24/1982,38.6
1982,1,25,1/25/1982,37.9
1982,1,26,1/26/1982,37.3
1982,1,27,1/27/1982,36.7
1982,1,28,1/28/1982,36
1982,1,29,1/29/1982,35
1982,1,30,1/30/1982,34.4
1982,1,31,1/31/1982,33.8
1982,2,1,2/1/1982,33.1
1982,2,2,2/2/1982,32.1
1982,2,3,2/3/1982,31.3
1982,2,4,2/4/1982,30.7
1982,2,5,2/5/1982,30.1
1982,2,6,2/6/1982,29.9
1982,2,7,2/7/1982,29.8
1982,2,8,2/8/1982,29.7
1982,2,9,2/9/1982,27.7
1982,2,10,2/10/1982,30
1982,2,11,2/11/1982,30.6
1982,2,12,2/12/1982,31.1
1982,2,13,2/13/1982,31.4
1982,2,14,2/14/1982,31.8
